"<strong>What are Speculation Rules?</strong><br>The Speculation Rules API allows browsers to prefetch or prerender pages before users click on them, significantly improving navigation speed.<br><br><strong>How it works:</strong><br>• <strong>Prefetch:</strong> Downloads page resources in advance (lower resource usage)<br>• <strong>Prerender:</strong> Fully renders the page in background (faster but uses more resources)<br><br><strong>Eagerness levels control when speculation triggers:</strong><br>• <strong>Eager:</strong> Immediately when the page loads<br>• <strong>Moderate:</strong> After 200ms hover over the link<br>• <strong>Conservative:</strong> On mouse/touch down (just before click)","<strong>Mitä spekulointisäännöt ovat?</strong><br>Spekulaatiosääntöjen API sallii selaimien esihaun tai prerender sivujen ennen kuin käyttäjät klikkaavat niitä, parantaa merkittävästi navigoinnin nopeutta.<br><br><strong>Miten se toimii:</strong><br>• <strong>refetch:</strong> Downloads page resources in advance (lower resource usage)<br>• <strong>Prerender:</strong> Täysin tekee sivun taustalla (nopeammin, mutta käyttää enemmän resursseja)<br><br><strong>Eagerness levels control when speculation triggers:</strong><br>• <strong>Eager:</strong> Heti kun sivu latautuu<br>• <strong>Moderate:</strong> After 200ms hover over the link<br>• <strong>Conservative:</strong> On mouse/touch down (just before click)"
"Conservative Prefetch - CSS Selectors","Konservatiivinen Prefetch - CSS Valitsimet"
"Conservative Prerender - CSS Selectors","Konservatiivinen Prerender - CSS-valitsimet"
"Eager Prefetch - CSS Selectors","Eager Prefetch - CSS Valitsimet"
"Eager Prerender - CSS Selectors","Eager Prerender - CSS-valitsimet"
"Enable Speculation Rules","Ota Keinottelusäännöt Käyttöön"
"Links matching these selectors will be <strong>prefetched after hovering for 200ms</strong>.<br>Enter one CSS selector per line.","Linkit, jotka vastaavat näitä valitsijoita, ovat <strong>esihaettuina 200 ms</strong>painamisen jälkeen.<br>Syötä yksi CSS-valitsin riville."
"Links matching these selectors will be <strong>prefetched immediately when the page loads</strong>.<br>Enter one CSS selector per line.<br><br><strong>⚠️ Use sparingly:</strong> Too many eager rules can slow down the current page.","Linkit, jotka vastaavat näitä valitsijoita, ovat <strong>esihaussa heti, kun sivu latautuu</strong>.<br>Syötä yksi CSS-valitsin riville.<br><br><strong>⚠️ Käytä säästeliäästi:</strong> Liian monta innokasta sääntöä voi hidastaa nykyistä sivua."
"Links matching these selectors will be <strong>prefetched on mouse/touch down</strong> (just before click).<br>Enter one CSS selector per line.","Näitä valitsimia vastaavat linkit ovat <strong>esihaettu hiirellä/kosketuksella</strong> (juuri ennen klikkaamista).<br>Syötä yksi CSS-valitsin riville."
"Links matching these selectors will be <strong>prerendered after hovering for 200ms</strong>.<br>Enter one CSS selector per line.<br><br><strong>💡 Balanced approach:</strong> Good performance boost with moderate resource usage.","Linkit, jotka vastaavat näitä valitsijoita, ovat <strong>etumatkaa leimaamisen jälkeen 200 ms</strong>.<br>Syötä yksi CSS-valitsin riville.<br><br><strong>💡 Tasapainoinen lähestymistapa:</strong> Hyvä suorituskyky ja kohtalainen resurssien käyttö."
"Links matching these selectors will be <strong>prerendered immediately when the page loads</strong>.<br>Enter one CSS selector per line.<br><br><strong>Use very sparingly:</strong> High resource usage, only for critical pages<br><br><strong>⚠️ Caution:</strong> Can significantly impact performance. Use only for most critical pages.","Linkit, jotka vastaavat näitä valitsijoita, ovat <strong>etupäässä heti kun sivu latautuu</strong>.<br>Syötä yksi CSS-valitsin riville.<br><br><strong>Käytä hyvin säästeliäästi:</strong> Suuri resurssien käyttö, vain kriittisille sivuille<br><br><strong>⚠️ Varoitus:</strong> Voi vaikuttaa merkittävästi suorituskykyyn. Käytä vain kaikkein kriittisimmille sivuille."
"Links matching these selectors will be <strong>prerendered on mouse/touch down</strong> (just before click).<br>Enter one CSS selector per line.<br><br><strong>✅ Minimal risk:</strong> Very low performance impact, safe to use broadly.","Linkit, jotka täsmäävät nämä valitsimet, ovat <strong>etupäässä hiirellä/kosketuksella</strong> (juuri ennen klikkaamista).<br>Syötä yksi CSS-valitsin riville.<br><br><strong>:check¶ _button: Minimaalinen riski:</strong> Erittäin alhainen vaikutus, turvallinen käyttö laajasti."
"Moderate Prefetch - CSS Selectors","Kohtalainen Prefetch - CSS Valitsimet"
"Moderate Prerender - CSS Selectors","Moderate Prerender - CSS Selectors"
"Speculation Rules API","Keinottelua Koskevien Säännösten Api"
