"3D Secure","3D Secure"
"Actions","Azioni"
"Added","Aggiunto"
"Allows logged-in customers to save their payment methods for faster future checkouts. Saved tokens are stored securely by PayPal.","Consente ai clienti registrati di salvare i loro metodi di pagamento per pagamenti futuri più veloci. I token salvati sono memorizzati in modo sicuro da PayPal."
"Are you sure you want to delete this payment method?","Sei sicuro di voler eliminare questo metodo di pagamento?"
"Authorization ID","Id Autorizzazione"
"Authorize and Capture","Autorizza e Cattura"
"Authorize Only","Autorizza Solo"
"Automatically populated after clicking ""Register Webhook"". Used to verify the authenticity of incoming PayPal notifications.","Popolato automaticamente dopo aver cliccato su ""Registra Webhook"". Utilizzato per verificare l'autenticità delle notifiche PayPal in entrata."
"AVS Code","Codice AVS"
"Bancontact","Bancontact"
"BLIK","BLIK"
"Capture ID","Cattura ID"
"Cart is empty.","Il carrello è vuoto."
"Client ID","ID Client"
"Client Secret","Client Secret"
"Confirm your payment with PayPal, then click ""Place Order"".","Conferma il tuo pagamento con PayPal, quindi clicca su ""Ordine""."
"Connection failed. Please check your credentials.","Connessione non riuscita. Controlla le tue credenziali."
"Connection failed: %s","Connessione non riuscita: %s"
"Connection successful.","Connessione riuscita."
"Could not acquire order lock.","Impossibile acquisire il blocco ordine."
"CVV Code","Codice CVV"
"Debug Mode","Modalità Debug"
"Delete","Elimina"
"Display on Product Page","Visualizza nella pagina del prodotto"
"Display on Shopping Cart","Mostra sul carrello"
"Displays inline credit/debit card fields directly on your checkout page. Customers enter their card details without being redirected to PayPal. Requires PayPal Advanced Checkout eligibility.","Visualizza i campi della carta di credito/debito in linea direttamente nella pagina di acquisto. I clienti inseriscono i dettagli della carta senza essere reindirizzati a PayPal. Richiede l'idoneità al pagamento avanzato PayPal."
"Displays PayPal buttons at checkout. Customers pay with their PayPal account, Pay Later, or other PayPal-supported methods without leaving your site.","Visualizza i pulsanti PayPal al checkout. I clienti pagano con il loro conto PayPal, Paga più tardi o altri metodi supportati da PayPal, senza lasciare il tuo sito."
"Enabled","Abilitato"
"eps","eps"
"Failed to create PayPal order.","Impossibile creare l'ordine PayPal."
"Failed to create PayPal order: %s","Creazione dell'ordine PayPal non riuscita: %s"
"Failed to register webhook.","Impossibile registrare webhook."
"giropay","giropay"
"iDEAL","iDEAL"
"Invalid form key.","Chiave modulo non valida."
"Invalid payment method.","Metodo di pagamento non valido."
"Log API requests and responses to var/log/paypal.log","Registra le richieste e le risposte API a var/log/paypal.log"
"Missing PayPal order ID.","Id ordine PayPal mancante."
"MyBank","MyBank"
"No PayPal authorization ID found for void.","Nessun ID di autorizzazione PayPal trovato per vuoto."
"No PayPal authorization or order ID found for capture.","Nessuna autorizzazione PayPal o ID ordine trovato per la cattura."
"No PayPal capture ID found for refund.","Nessun ID di acquisizione PayPal trovato per il rimborso."
"No saved payment methods available.","Nessun metodo di pagamento salvato disponibile."
"No saved payment methods available for this customer.","Nessun metodo di pagamento salvato disponibile per questo cliente."
"Payer Email","Email Del Pagatore"
"Payer ID","Payer ID"
"Pay Later","Paga Più Tardi"
"Pay Later Messaging","Paga Messaggistica Successiva"
"Payment Action","Azione Di Pagamento"
"Payment Method","Metodo Di Pagamento"
"Payment method has been deleted.","Il metodo di pagamento è stato eliminato."
"PayPal","PayPal"
"PayPal - Advanced Checkout (Card Fields)","PayPal - Checkout Avanzato (Campi Dard)"
"PayPal - General Settings","PayPal - Impostazioni Generali"
"PayPal - Standard Checkout (PayPal Buttons)","PayPal - Checkout Standard (Pulsanti PayPal)"
"PayPal - Vault (Saved Payment Methods)","PayPal - Vault (Metodi Di Pagamento Salvati)"
"PayPal capture failed: no capture ID returned.","Acquisizione PayPal non riuscita: nessun ID di acquisizione è stato restituito."
"PayPal Client ID and Client Secret are required when a PayPal payment method is enabled.","PayPal Client ID e Client Secret sono richiesti quando un metodo di pagamento PayPal è abilitato."
"PayPal Credit","Paypal Credito"
