"Additional HTTP headers in format <code>Key: Value</code> (one per line). Example:<br/><code>X-Custom-Header: value</code><br/><code>X-Another-Header: another-value</code><br/>Stored in plaintext: do not put credentials here, use the Authorization Header field for secrets.","Cabeçalhos HTTP adicionais no formato <code>Key: Valor</code> (um por linha). Exemplo:<br/><code>X-Custom-Header: valor</code><br/><code>X-Another-Header: outro-valor</code><br/>Armazenado em texto simples: não coloque credenciais aqui, use o campo Authorization Header para segredos."
"Also send log records to the OTLP endpoint, correlated with traces. Requires the <code>open-telemetry/opentelemetry-logger-monolog</code> composer package. Log messages are exported as-is: treat the OTLP backend with the same sensitivity as the local <code>var/log</code> files.","Também envia registros de log para o ponto de extremidade OTLP, correlacionados com rastros. Requer o pacote compositor <code>open-telemetry/opentelemetry-logger-monolog</code> . Mensagens de log são exportadas como: tratar o backend OTLP com a mesma sensibilidade dos arquivos <code>var/log</code>."
"Also send metrics to the OTLP endpoint: request duration histogram, orders, revenue and cart additions counters (delta temporality).","Também enviar métricas para o ponto de extremidade OTLP: pedido histograma, pedidos, receitas, e contadores de adições de carrinho (delta temporalidade)."
"Attach the SQL statement to every query span, so you can read the query that ran. Maho writes values into the statement rather than binding them, so the statement exports those values too, including customer data such as email addresses and password reset tokens. Turn this off if the OTLP backend must not hold customer data. Query names, timings and counts work either way.","Anexar a instrução SQL a cada intervalo de consulta, para que você possa ler a consulta que aconteceu. Maho escreve valores na declaração, em vez de os vincular, pelo que a declaração também exporta esses valores. incluindo dados do cliente, como endereços de e-mail e tokens de redefinição de senha. Desative se o backend OTLP não deve conter dados do cliente. Consulta, nomes e horários de contagem funcionam de qualquer maneira."
"Authorization Header","Cabeçalho de autorização"
"Authorization header value for authentication. For Grafana Cloud, use format: <code>Basic [base64(instance_id:api_token)]</code>. For other services, use their required format.","Valor do cabeçalho Autorização para autenticação. Para Grafana Cloud, use o formato <code>Básico [base64(instance_id:api_token)]</code>. Para outros serviços, use seu formato requerido."
"Baggage Hosts","Anfitriões da bagagem"
"Continue traces started by callers that send W3C <code>traceparent</code> headers (distributed tracing). Enable only behind a trusted proxy or gateway: honoring arbitrary client trace ids can pollute sampling decisions.","Continue rastros iniciados por autores de chamadas que enviam W3C <code>cabeçalhos traceparent</code> (rastreamento distribuído). Ativa apenas atrás de um proxy ou gateway confiável: honrar IDs de rastreio arbitrário do cliente pode poluir decisões de amostragem."
"Create a span for every cache read, write and invalidation. The highest volume source of all, and the cache key is recorded as an attribute: enable it to debug a cache problem, not permanently.","Crie um span para todas as leituras, escrever e invalidar. A fonte de volume mais alta de todos, e a chave de cache são gravadas como um atributo: permite-o depurar um problema de cache, não permanentemente."
"Create a span for every layout block rendered. Detailed but high volume: disable to keep traces small on complex pages.","Crie um span para cada bloco de layout renderizado. Volume detalhado, mas alto: desabilite para manter rastros pequenos em páginas complexas."
