"<strong>What are Speculation Rules?</strong><br>The Speculation Rules API allows browsers to prefetch or prerender pages before users click on them, significantly improving navigation speed.<br><br><strong>How it works:</strong><br>• <strong>Prefetch:</strong> Downloads page resources in advance (lower resource usage)<br>• <strong>Prerender:</strong> Fully renders the page in background (faster but uses more resources)<br><br><strong>Eagerness levels control when speculation triggers:</strong><br>• <strong>Eager:</strong> Immediately when the page loads<br>• <strong>Moderate:</strong> After 200ms hover over the link<br>• <strong>Conservative:</strong> On mouse/touch down (just before click)","<strong>What are Speculation Rules?</strong><br>The Speculation Rules API allows browsers to prefetch or prerender pages before users click on them, significantly improving navigation speed.<br><br><strong>How it works:</strong><br>• <strong>Prefetch:</strong> Downloads page resources in advance (lower resource usage)<br>• <strong>Prerender:</strong> Fully renders the page in background (faster but uses more resources)<br><br><strong>Eagerness levels control when speculation triggers:</strong><br>• <strong>Eager:</strong> Immediately when the page loads<br>• <strong>Moderate:</strong> After 200ms hover over the link<br>• <strong>Conservative:</strong> On mouse/touch down (just before click)"
"Conservative Prefetch - CSS Selectors","Conservator Prefetch - Selectori CSS"
"Conservative Prerender - CSS Selectors","Prerenare Conservatoare - Selectori CSS"
"Eager Prefetch - CSS Selectors","Eager Prefetch - Selectori CSS"
"Eager Prerender - CSS Selectors","Predare Eager - Selectori CSS"
"Enable Speculation Rules","Activează Regulile de Speculare"
"Links matching these selectors will be <strong>prefetched after hovering for 200ms</strong>.<br>Enter one CSS selector per line.","Link-urile care corespund acestor selectori vor fi <strong>preluate după planing pentru 200 ms</strong>.<br>Introduceți un selector CSS pe linie."
"Links matching these selectors will be <strong>prefetched immediately when the page loads</strong>.<br>Enter one CSS selector per line.<br><br><strong>⚠️ Use sparingly:</strong> Too many eager rules can slow down the current page.","Link-urile care corespund acestor selectori vor fi <strong>preluate imediat când pagina încarcă</strong>.<br>Introdu un selector CSS pe linie.<br><br><strong>⚠️ Foloseşte mai puţin:</strong> Prea multe reguli doritoare pot încetini pagina curentă."
"Links matching these selectors will be <strong>prefetched on mouse/touch down</strong> (just before click).<br>Enter one CSS selector per line.","Link-urile care corespund acestor selectori vor fi <strong>preluate pe mouse/touch down</strong> (chiar înainte de click).<br>Introduceți un selector CSS pe linie."
"Links matching these selectors will be <strong>prerendered after hovering for 200ms</strong>.<br>Enter one CSS selector per line.<br><br><strong>💡 Balanced approach:</strong> Good performance boost with moderate resource usage.","Link-urile care se potrivesc cu aceste selectoare vor fi <strong>predate după plutirea pentru 200ms</strong>.<br>Introdu un selector CSS pe linie.<br><br><strong>💡 Abordare echilibrată:</strong> Amplificare de performanță bună cu utilizarea moderată a resurselor."
"Links matching these selectors will be <strong>prerendered immediately when the page loads</strong>.<br>Enter one CSS selector per line.<br><br><strong>Use very sparingly:</strong> High resource usage, only for critical pages<br><br><strong>⚠️ Caution:</strong> Can significantly impact performance. Use only for most critical pages.","Link-urile care corespund acestor selectori vor fi <strong>predate imediat când pagina încarcă</strong>.<br>Introdu un selector CSS pe linie.<br><br><strong>Utilizează foarte rar:</strong> Utilizare înaltă a resurselor, numai pentru paginile critice<br><br><strong>⚠️ Atenție:</strong> Poate avea un impact semnificativ asupra performanței. Utilizați numai pentru cele mai importante pagini."
"Links matching these selectors will be <strong>prerendered on mouse/touch down</strong> (just before click).<br>Enter one CSS selector per line.<br><br><strong>✅ Minimal risk:</strong> Very low performance impact, safe to use broadly.","Link-urile care corespund acestor selectori vor fi <strong>predate pe mouse-ul/touch down</strong> (doar înainte de click).<br>Introduceți un selector CSS pe linie.<br><br><strong>✅ risc minim:</strong> impact de performanță foarte scăzut, utilizare sigură în sens larg."
"Moderate Prefetch - CSS Selectors","Moderat Prefetch - Selectori CSS"
"Moderate Prerender - CSS Selectors","Moderate Prerender - CSS Selectors"
"Speculation Rules API","API-ul regulilor de speculație"
